label,gross,period,num_dependants,expected_adjustment,source
"MLA2 $2502/fortnightly/1ch",2502,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2502/fortnightly/2ch",2502,fortnightly,2,14,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2502/fortnightly/3ch",2502,fortnightly,3,32,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2502/fortnightly/4ch",2502,fortnightly,4,48,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2502/fortnightly/5ch",2502,fortnightly,5,50,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2568/fortnightly/spouse",2568,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2568/fortnightly/1ch",2568,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2568/fortnightly/2ch",2568,fortnightly,2,10,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2568/fortnightly/3ch",2568,fortnightly,3,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2568/fortnightly/4ch",2568,fortnightly,4,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2568/fortnightly/5ch",2568,fortnightly,5,52,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2570/fortnightly/spouse",2570,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2570/fortnightly/1ch",2570,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2570/fortnightly/2ch",2570,fortnightly,2,10,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2570/fortnightly/3ch",2570,fortnightly,3,26,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2570/fortnightly/4ch",2570,fortnightly,4,42,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2570/fortnightly/5ch",2570,fortnightly,5,52,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2636/fortnightly/spouse",2636,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2636/fortnightly/1ch",2636,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2636/fortnightly/2ch",2636,fortnightly,2,4,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2636/fortnightly/3ch",2636,fortnightly,3,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2636/fortnightly/4ch",2636,fortnightly,4,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2636/fortnightly/5ch",2636,fortnightly,5,52,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2638/fortnightly/spouse",2638,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2638/fortnightly/1ch",2638,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2638/fortnightly/2ch",2638,fortnightly,2,4,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2638/fortnightly/3ch",2638,fortnightly,3,20,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2638/fortnightly/4ch",2638,fortnightly,4,38,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2638/fortnightly/5ch",2638,fortnightly,5,52,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3102/fortnightly/spouse",3102,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3102/fortnightly/1ch",3102,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3102/fortnightly/2ch",3102,fortnightly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3102/fortnightly/3ch",3102,fortnightly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3102/fortnightly/4ch",3102,fortnightly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3102/fortnightly/5ch",3102,fortnightly,5,16,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3104/fortnightly/spouse",3104,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3104/fortnightly/1ch",3104,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3104/fortnightly/2ch",3104,fortnightly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3104/fortnightly/3ch",3104,fortnightly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3104/fortnightly/4ch",3104,fortnightly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3104/fortnightly/5ch",3104,fortnightly,5,16,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3310/fortnightly/spouse",3310,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3310/fortnightly/1ch",3310,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3310/fortnightly/2ch",3310,fortnightly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3310/fortnightly/3ch",3310,fortnightly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3310/fortnightly/4ch",3310,fortnightly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3310/fortnightly/5ch",3310,fortnightly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3312/fortnightly/spouse",3312,fortnightly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3312/fortnightly/1ch",3312,fortnightly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3312/fortnightly/2ch",3312,fortnightly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3312/fortnightly/3ch",3312,fortnightly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3312/fortnightly/4ch",3312,fortnightly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3312/fortnightly/5ch",3312,fortnightly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2327.00/monthly/spouse",2327,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2327.00/monthly/1ch",2327,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2327.00/monthly/2ch",2327,monthly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2327.00/monthly/3ch",2327,monthly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2327.00/monthly/4ch",2327,monthly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2327.00/monthly/5ch",2327,monthly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2331.33/monthly/spouse",2331.33,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2331.33/monthly/1ch",2331.33,monthly,1,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2331.33/monthly/2ch",2331.33,monthly,2,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2331.33/monthly/3ch",2331.33,monthly,3,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2331.33/monthly/4ch",2331.33,monthly,4,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2331.33/monthly/5ch",2331.33,monthly,5,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2617.33/monthly/spouse",2617.33,monthly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2617.33/monthly/1ch",2617.33,monthly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2617.33/monthly/2ch",2617.33,monthly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2617.33/monthly/3ch",2617.33,monthly,3,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2617.33/monthly/4ch",2617.33,monthly,4,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2617.33/monthly/5ch",2617.33,monthly,5,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2621.67/monthly/spouse",2621.67,monthly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2621.67/monthly/1ch",2621.67,monthly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2621.67/monthly/2ch",2621.67,monthly,2,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2621.67/monthly/3ch",2621.67,monthly,3,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2621.67/monthly/4ch",2621.67,monthly,4,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2621.67/monthly/5ch",2621.67,monthly,5,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2912.00/monthly/spouse",2912,monthly,0,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2912.00/monthly/1ch",2912,monthly,1,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2912.00/monthly/2ch",2912,monthly,2,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2912.00/monthly/3ch",2912,monthly,3,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2912.00/monthly/4ch",2912,monthly,4,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2912.00/monthly/5ch",2912,monthly,5,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2916.33/monthly/spouse",2916.33,monthly,0,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2916.33/monthly/1ch",2916.33,monthly,1,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2916.33/monthly/2ch",2916.33,monthly,2,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2916.33/monthly/3ch",2916.33,monthly,3,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2916.33/monthly/4ch",2916.33,monthly,4,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $2916.33/monthly/5ch",2916.33,monthly,5,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3059.33/monthly/spouse",3059.33,monthly,0,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3059.33/monthly/1ch",3059.33,monthly,1,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3059.33/monthly/2ch",3059.33,monthly,2,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3059.33/monthly/3ch",3059.33,monthly,3,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3059.33/monthly/4ch",3059.33,monthly,4,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3059.33/monthly/5ch",3059.33,monthly,5,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3063.67/monthly/spouse",3063.67,monthly,0,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3063.67/monthly/1ch",3063.67,monthly,1,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3063.67/monthly/2ch",3063.67,monthly,2,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3063.67/monthly/3ch",3063.67,monthly,3,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3063.67/monthly/4ch",3063.67,monthly,4,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3063.67/monthly/5ch",3063.67,monthly,5,61,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3206.67/monthly/spouse",3206.67,monthly,0,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3206.67/monthly/1ch",3206.67,monthly,1,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3206.67/monthly/2ch",3206.67,monthly,2,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3206.67/monthly/3ch",3206.67,monthly,3,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3206.67/monthly/4ch",3206.67,monthly,4,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3206.67/monthly/5ch",3206.67,monthly,5,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3211.00/monthly/spouse",3211,monthly,0,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3211.00/monthly/1ch",3211,monthly,1,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3211.00/monthly/2ch",3211,monthly,2,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3211.00/monthly/3ch",3211,monthly,3,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3211.00/monthly/4ch",3211,monthly,4,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3211.00/monthly/5ch",3211,monthly,5,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3354.00/monthly/spouse",3354,monthly,0,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3354.00/monthly/1ch",3354,monthly,1,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3354.00/monthly/2ch",3354,monthly,2,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3354.00/monthly/3ch",3354,monthly,3,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3354.00/monthly/4ch",3354,monthly,4,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3354.00/monthly/5ch",3354,monthly,5,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3358.33/monthly/spouse",3358.33,monthly,0,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3358.33/monthly/1ch",3358.33,monthly,1,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3358.33/monthly/2ch",3358.33,monthly,2,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3358.33/monthly/3ch",3358.33,monthly,3,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3358.33/monthly/4ch",3358.33,monthly,4,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3358.33/monthly/5ch",3358.33,monthly,5,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3501.33/monthly/spouse",3501.33,monthly,0,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3501.33/monthly/1ch",3501.33,monthly,1,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3501.33/monthly/2ch",3501.33,monthly,2,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3501.33/monthly/3ch",3501.33,monthly,3,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3501.33/monthly/4ch",3501.33,monthly,4,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3501.33/monthly/5ch",3501.33,monthly,5,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3505.67/monthly/spouse",3505.67,monthly,0,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3505.67/monthly/1ch",3505.67,monthly,1,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3505.67/monthly/2ch",3505.67,monthly,2,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3505.67/monthly/3ch",3505.67,monthly,3,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3505.67/monthly/4ch",3505.67,monthly,4,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3505.67/monthly/5ch",3505.67,monthly,5,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3648.67/monthly/spouse",3648.67,monthly,0,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3648.67/monthly/1ch",3648.67,monthly,1,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3648.67/monthly/2ch",3648.67,monthly,2,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3648.67/monthly/3ch",3648.67,monthly,3,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3648.67/monthly/4ch",3648.67,monthly,4,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3648.67/monthly/5ch",3648.67,monthly,5,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3653.00/monthly/spouse",3653,monthly,0,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3653.00/monthly/1ch",3653,monthly,1,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3653.00/monthly/2ch",3653,monthly,2,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3653.00/monthly/3ch",3653,monthly,3,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3653.00/monthly/4ch",3653,monthly,4,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3653.00/monthly/5ch",3653,monthly,5,74,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3796.00/monthly/spouse",3796,monthly,0,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3796.00/monthly/1ch",3796,monthly,1,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3796.00/monthly/2ch",3796,monthly,2,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3796.00/monthly/3ch",3796,monthly,3,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3796.00/monthly/4ch",3796,monthly,4,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3796.00/monthly/5ch",3796,monthly,5,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3800.33/monthly/spouse",3800.33,monthly,0,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3800.33/monthly/1ch",3800.33,monthly,1,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3800.33/monthly/2ch",3800.33,monthly,2,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3800.33/monthly/3ch",3800.33,monthly,3,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3800.33/monthly/4ch",3800.33,monthly,4,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3800.33/monthly/5ch",3800.33,monthly,5,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3943.33/monthly/spouse",3943.33,monthly,0,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3943.33/monthly/1ch",3943.33,monthly,1,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3943.33/monthly/2ch",3943.33,monthly,2,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3943.33/monthly/3ch",3943.33,monthly,3,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3943.33/monthly/4ch",3943.33,monthly,4,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3943.33/monthly/5ch",3943.33,monthly,5,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3947.67/monthly/spouse",3947.67,monthly,0,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3947.67/monthly/1ch",3947.67,monthly,1,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3947.67/monthly/2ch",3947.67,monthly,2,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3947.67/monthly/3ch",3947.67,monthly,3,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3947.67/monthly/4ch",3947.67,monthly,4,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $3947.67/monthly/5ch",3947.67,monthly,5,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4090.67/monthly/spouse",4090.67,monthly,0,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4090.67/monthly/1ch",4090.67,monthly,1,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4090.67/monthly/2ch",4090.67,monthly,2,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4090.67/monthly/3ch",4090.67,monthly,3,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4090.67/monthly/4ch",4090.67,monthly,4,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4090.67/monthly/5ch",4090.67,monthly,5,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4095.00/monthly/spouse",4095,monthly,0,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4095.00/monthly/1ch",4095,monthly,1,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4095.00/monthly/2ch",4095,monthly,2,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4095.00/monthly/3ch",4095,monthly,3,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4095.00/monthly/4ch",4095,monthly,4,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4095.00/monthly/5ch",4095,monthly,5,82,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4238.00/monthly/spouse",4238,monthly,0,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4238.00/monthly/1ch",4238,monthly,1,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4238.00/monthly/2ch",4238,monthly,2,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4238.00/monthly/3ch",4238,monthly,3,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4238.00/monthly/4ch",4238,monthly,4,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4238.00/monthly/5ch",4238,monthly,5,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4242.33/monthly/spouse",4242.33,monthly,0,52,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4242.33/monthly/1ch",4242.33,monthly,1,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4242.33/monthly/2ch",4242.33,monthly,2,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4242.33/monthly/3ch",4242.33,monthly,3,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4242.33/monthly/4ch",4242.33,monthly,4,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4242.33/monthly/5ch",4242.33,monthly,5,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4385.33/monthly/spouse",4385.33,monthly,0,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4385.33/monthly/1ch",4385.33,monthly,1,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4385.33/monthly/2ch",4385.33,monthly,2,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4385.33/monthly/3ch",4385.33,monthly,3,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4385.33/monthly/4ch",4385.33,monthly,4,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4385.33/monthly/5ch",4385.33,monthly,5,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4389.67/monthly/spouse",4389.67,monthly,0,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4389.67/monthly/1ch",4389.67,monthly,1,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4389.67/monthly/2ch",4389.67,monthly,2,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4389.67/monthly/3ch",4389.67,monthly,3,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4389.67/monthly/4ch",4389.67,monthly,4,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4389.67/monthly/5ch",4389.67,monthly,5,87,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4532.67/monthly/spouse",4532.67,monthly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4532.67/monthly/1ch",4532.67,monthly,1,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4532.67/monthly/2ch",4532.67,monthly,2,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4532.67/monthly/3ch",4532.67,monthly,3,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4532.67/monthly/4ch",4532.67,monthly,4,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4532.67/monthly/5ch",4532.67,monthly,5,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4537.00/monthly/spouse",4537,monthly,0,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4537.00/monthly/1ch",4537,monthly,1,65,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4537.00/monthly/2ch",4537,monthly,2,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4537.00/monthly/3ch",4537,monthly,3,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4537.00/monthly/4ch",4537,monthly,4,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4537.00/monthly/5ch",4537,monthly,5,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4680.00/monthly/spouse",4680,monthly,0,17,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4680.00/monthly/1ch",4680,monthly,1,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4680.00/monthly/2ch",4680,monthly,2,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4680.00/monthly/3ch",4680,monthly,3,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4680.00/monthly/4ch",4680,monthly,4,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4680.00/monthly/5ch",4680,monthly,5,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4684.33/monthly/spouse",4684.33,monthly,0,17,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4684.33/monthly/1ch",4684.33,monthly,1,56,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4684.33/monthly/2ch",4684.33,monthly,2,91,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4684.33/monthly/3ch",4684.33,monthly,3,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4684.33/monthly/4ch",4684.33,monthly,4,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4684.33/monthly/5ch",4684.33,monthly,5,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4827.33/monthly/spouse",4827.33,monthly,0,9,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4827.33/monthly/1ch",4827.33,monthly,1,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4827.33/monthly/2ch",4827.33,monthly,2,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4827.33/monthly/3ch",4827.33,monthly,3,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4827.33/monthly/4ch",4827.33,monthly,4,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4827.33/monthly/5ch",4827.33,monthly,5,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4831.67/monthly/spouse",4831.67,monthly,0,9,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4831.67/monthly/1ch",4831.67,monthly,1,43,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4831.67/monthly/2ch",4831.67,monthly,2,78,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4831.67/monthly/3ch",4831.67,monthly,3,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4831.67/monthly/4ch",4831.67,monthly,4,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4831.67/monthly/5ch",4831.67,monthly,5,95,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4974.67/monthly/spouse",4974.67,monthly,0,0,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4974.67/monthly/1ch",4974.67,monthly,1,30,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4974.67/monthly/2ch",4974.67,monthly,2,69,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4974.67/monthly/3ch",4974.67,monthly,3,100,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4974.67/monthly/4ch",4974.67,monthly,4,100,"ATO MLA Scale 2 2026-27 sample data"
"MLA2 $4974.67/monthly/5ch",4974.67,monthly,5,100,"ATO MLA Scale 2 2026-27 sample data"
